IA1	IB1	averageP	sdp	overlap	direction
a pedophile	a rapist	0.486396153846154	0.0353178617732724	0.972792307692308	-1
a pedophile	a terrorist	0.44369512195122	0.0376899125622812	0.887390243902439	-1
a pedophile	a soldier	0.031668	0.0154790625484032	0.0633360000000001	-1
a pedophile	an orphan	0.0330934959349594	0.0158224987034368	0.0661869918699187	-1
a pedophile	a celebrity	0.0942521367521368	0.0259211076849201	0.188504273504273	-1
a pedophile	an adult	0.0404227642276423	0.0171333765359714	0.0808455284552846	-1
a pedophile	a thief	0.297306451612903	0.0365177003577954	0.594612903225806	-1
a pedophile	a police officer	0.0478308270676692	0.0175375166342745	0.0956616541353383	-1
a pedophile	a billionaire	0.0740215517241379	0.0220878700391711	0.148043103448276	-1
a pedophile	a college student	0.0350737704918033	0.0160412767696244	0.0701475409836065	-1
a pedophile	a congressman	0.107639130434783	0.0272651602879035	0.215278260869565	-1
a pedophile	a convict	0.232462406015038	0.0332386845351337	0.464924812030075	-1
a pedophile	a gang member	0.261447154471545	0.0355184281231907	0.522894308943089	-1
a pedophile	a homeless adult	0.0648674242424242	0.0204715780598001	0.129734848484849	-1
a pedophile	a judge	0.0467983870967742	0.0176979054222527	0.0935967741935484	-1
a pedophile	a mentor	0.0334920634920635	0.0151590381591087	0.0669841269841269	-1
a pedophile	a nun	0.0498110236220472	0.0183477300995226	0.0996220472440945	-1
a pedophile	an addict	0.150396694214876	0.0295066126732909	0.300793388429752	-1
a pedophile	an assassin	0.35744140625	0.0366859430354434	0.7148828125	-1
a pedophile	an astronaut	0.046390625	0.0179729078892683	0.09278125	-1
a pedophile	an elderly person	0.0405371900826446	0.0171191435295047	0.0810743801652892	-1
a pedophile	an olympian	0.0452076271186441	0.0187865778885771	0.0904152542372881	-1
a pedophile	3 pedophiles	0.438282258064516	0.0382934087626786	0.876564516129032	-1
a pedophile	9 rapists	0.467930894308943	0.0390859799659466	0.935861788617886	-1
a pedophile	8 terrorists	0.459829365079365	0.037831169286439	0.91965873015873	-1
a pedophile	4 soldiers	0.027171875	0.0137522517124119	0.05434375	-1
a pedophile	5 orphans	0.0466507936507937	0.0181923916038609	0.0933015873015873	-1
a pedophile	5 celebrities	0.0778307692307692	0.0228578135306664	0.155661538461539	-1
a pedophile	9 adults	0.043488188976378	0.0170544022398713	0.0869763779527559	-1
a pedophile	6 thieves	0.268838709677419	0.0360178399936072	0.537677419354839	-1
a pedophile	6 police officers	0.0506388888888889	0.0190281282023577	0.101277777777778	-1
a pedophile	8 billionaires	0.0751450381679389	0.0222891478548776	0.150290076335878	-1
a pedophile	3 college students	0.0443969465648855	0.0176887105012718	0.088793893129771	-1
a pedophile	4 congressmen	0.105687969924812	0.0258337845870558	0.211375939849624	-1
a pedophile	7 convicts	0.266828	0.0357231375799853	0.533656	-1
a pedophile	5 gang members	0.240238461538462	0.0328821743690619	0.480476923076923	-1
a pedophile	4 homeless adults	0.0433565573770492	0.0183713800888813	0.0867131147540984	-1
a pedophile	9 judges	0.0700125	0.0231784802523358	0.140025	-1
a pedophile	5 mentors	0.0377272727272727	0.0163443959558105	0.0754545454545454	-1
a pedophile	4 nuns	0.0752086614173228	0.0222119205758476	0.150417322834646	-1
a pedophile	6 addicts	0.144305555555556	0.029725874722301	0.288611111111111	-1
a pedophile	7 assassins	0.3290125	0.038115620957524	0.658025	-1
a pedophile	5 astronauts	0.0454024390243902	0.0183957879825431	0.0908048780487805	-1
a pedophile	6 elderly people	0.03244921875	0.015016230907984	0.0648984375	-1
a pedophile	3 olympians	0.066905303030303	0.0207849094739912	0.133810606060606	-1
a pedophile	47 pedophiles	0.464471774193548	0.0374882297506994	0.928943548387097	-1
a pedophile	53 rapists	0.507004166666667	0.0378529159054901	0.985991666666667	1
a pedophile	52 terrorists	0.421733870967742	0.0365105071895938	0.843467741935484	-1
a pedophile	48 soldiers	0.0318677685950413	0.0149093257355353	0.0637355371900826	-1
a pedophile	49 orphans	0.0289722222222222	0.0148629136314546	0.0579444444444445	-1
a pedophile	49 celebrities	0.091406976744186	0.023547913959907	0.182813953488372	-1
a pedophile	53 adults	0.043202380952381	0.017407692373065	0.0864047619047619	-1
a pedophile	50 thieves	0.290781746031746	0.0361069817240542	0.581563492063492	-1
a pedophile	50 police officers	0.056508547008547	0.0196015114475483	0.113017094017094	-1
a pedophile	52 billionaires	0.0887578125	0.0240272642247374	0.177515625	-1
a pedophile	47 college students	0.0407235772357724	0.0170641174686948	0.0814471544715447	-1
a pedophile	48 congressmen	0.110681102362205	0.0268805243023051	0.221362204724409	-1
a pedophile	51 convicts	0.249179487179487	0.0349712900266065	0.498358974358974	-1
a pedophile	49 gang members	0.289623966942149	0.0370191979280608	0.579247933884298	-1
a pedophile	48 homeless adults	0.0592172131147541	0.0217713692524121	0.118434426229508	-1
a pedophile	53 judges	0.0808598484848485	0.0228371522929178	0.161719696969697	-1
a pedophile	49 mentors	0.055703125	0.0194667823682298	0.11140625	-1
a pedophile	48 nuns	0.0673842975206612	0.0211184395493905	0.134768595041322	-1
a pedophile	50 addicts	0.1528671875	0.0308258120287236	0.305734375	-1
a pedophile	51 assassins	0.262511811023622	0.0359156847589553	0.525023622047244	-1
a pedophile	49 astronauts	0.0487217741935484	0.0184583482880139	0.0974435483870968	-1
a pedophile	50 elderly people	0.0462539682539682	0.0171768110617983	0.0925079365079365	-1
a pedophile	47 olympians	0.04636	0.0179884959345129	0.09272	-1
a rapist	a terrorist	0.461587301587302	0.0378536059116503	0.923174603174603	-1
a rapist	a soldier	0.0398464566929134	0.017210385052519	0.0796929133858267	-1
a rapist	an orphan	0.0396388888888889	0.0176051718391047	0.0792777777777778	-1
a rapist	a celebrity	0.109521008403361	0.0279251599434445	0.219042016806723	-1
a rapist	an adult	0.05146	0.0192415861778243	0.10292	-1
a rapist	a thief	0.317595238095238	0.0374953016549737	0.635190476190476	-1
a rapist	a police officer	0.0583444444444444	0.0196394486654673	0.116688888888889	-1
