sn	Item1	Item2	cond	sess	trial	trial_type	title	typeOfScen	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdp	overlap	direct.xVy	overlapRound	correct	avgRT	sdRT	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
62	an elderly person	a rabid possum	terrorist	1	20	1	simplified	impersonal	d	Yes	7.7393592026891	N/A	-1	0.973573770491803	0.0135916706376055	0.0528524590163935	1	0.1	1	2365.63333333333	1471.46144087733	TRUE	0.947147540983607	1	-0.208937446988406	7.9482966496775	0.1
62	an adult with a deadly contagious disease	a terrorist	terrorist	1	62	1	simplified	impersonal	d	Yes	7.69575799055476	N/A	-1	0.221872093023256	0.0329352822344634	0.443744186046512	1	0.5	1	2365.63333333333	1471.46144087733	TRUE	0.556255813953488	1	0.170048854322529	7.52570913623223	0.5
62	an orphan	a rapist	terrorist	1	42	1	simplified	impersonal	d	Yes	7.39817409297047	N/A	-1	0.0397698412698413	0.016757758132585	0.0795396825396826	1	0.1	1	2365.63333333333	1471.46144087733	TRUE	0.920460317460317	1	-0.252768057038484	7.65094215000895	0.1
62	an astronaut	a thief	terrorist	1	77	1	simplified	impersonal	d	Yes	7.32251043399739	N/A	-1	0.13008064516129	0.0300157703876853	0.260161290322581	1	0.3	1	2365.63333333333	1471.46144087733	TRUE	0.739838709677419	1	-0.154017052771492	7.47652748676889	0.3
62	a life-saving antidote	a soldier	terrorist	1	36	1	simplified	impersonal	d	Yes	7.41997992366183	N/A	-1	0.445065040650407	0.0429333250180719	0.890130081300813	1	0.9	1	2365.63333333333	1471.46144087733	TRUE	0.109869918699187	1	-0.290087229744778	7.71006715340661	0.9
62	a gang member	a rapist	terrorist	1	43	1	simplified	impersonal	d	Yes	7.84776253747361	N/A	-1	0.717281746031746	0.0359890721325269	0.565436507936508	1	0.6	1	2365.63333333333	1471.46144087733	TRUE	0.434563492063492	1	0.205478418225508	7.6422841192481	0.6
62	a terrorist	a thief	terrorist	1	93	1	simplified	impersonal	k	No	7.38770923908104	N/A	-1	0.346827731092437	0.0386345676821959	0.693655462184874	-1	0.7	1	2365.63333333333	1471.46144087733	FALSE	-0.306344537815126	1	-0.0589367910998373	7.44664603018088	0.7
62	a convict	a judge	terrorist	1	30	1	simplified	impersonal	k	No	7.46737106691756	N/A	-1	0.220802325581395	0.0340483697120794	0.441604651162791	-1	0.5	1	2365.63333333333	1471.46144087733	FALSE	-0.558395348837209	1	-0.316261856647556	7.78363292356512	0.5
62	an adult with a deadly contagious disease	a congressman	terrorist	1	54	1	simplified	impersonal	k	No	7.87777633327726	N/A	-1	0.590417355371901	0.0426087286755071	0.819165289256198	-1	0.9	1	2365.63333333333	1471.46144087733	FALSE	-0.180834710743802	1	0.312544186491767	7.56523214678549	0.9
62	a nun	a police officer	terrorist	1	72	1	simplified	impersonal	d	Yes	7.81237820598861	N/A	-1	0.404784090909091	0.0414255826443466	0.809568181818182	-1	0.9	0	2365.63333333333	1471.46144087733	FALSE	-0.190431818181818	0	0.322335996348692	7.49004220963992	0.9
62	a convict	a gang member	terrorist	1	98	1	simplified	impersonal	d	Yes	7.25559127425367	N/A	-1	0.55348828125	0.0408366708104029	0.8930234375	1	0.9	1	2365.63333333333	1471.46144087733	TRUE	0.1069765625	1	-0.184764895344478	7.44035616959814	0.9
62	an elderly person	a nun	terrorist	1	79	1	simplified	impersonal	d	Yes	7.95155933115525	N/A	-1	0.350416666666667	0.0424038064921918	0.700833333333333	1	0.8	1	2365.63333333333	1471.46144087733	TRUE	0.299166666666667	1	0.479785220733212	7.47177411042204	0.8
62	a billionaire	a college student	terrorist	1	84	1	simplified	impersonal	k	No	8.06746266701006	N/A	-1	0.432840909090909	0.0458532822660379	0.865681818181818	-1	0.9	1	2365.63333333333	1471.46144087733	FALSE	-0.134318181818182	1	0.606161894185889	7.46130077282417	0.9
62	a celebrity	a college student	terrorist	1	26	1	simplified	impersonal	k	No	7.52131798019924	N/A	-1	0.361747747747748	0.0447780270434917	0.723495495495496	-1	0.8	1	2365.63333333333	1471.46144087733	FALSE	-0.276504504504504	1	-0.32108984394174	7.84240782414098	0.8
62	an orphan	a mentor	terrorist	1	78	1	simplified	impersonal	d	Yes	7.29165620917446	N/A	-1	0.424704918032787	0.043504498213705	0.849409836065574	1	0.9	1	2365.63333333333	1471.46144087733	TRUE	0.150590163934426	1	-0.182451313537752	7.47410752271221	0.9
62	a college student	a life-saving antidote	terrorist	1	106	1	simplified	impersonal	k	No	7.39878627541995	N/A	-1	0.355370833333333	0.0428261833611967	0.710741666666667	-1	0.8	1	2365.63333333333	1471.46144087733	FALSE	-0.289258333333333	1	-0.0336104471180647	7.43239672253801	0.8
62	an astronaut	a cockroach	terrorist	1	9	1	simplified	impersonal	d	Yes	7.78197323443438	N/A	-1	0.975553719008264	0.0127380324047799	0.048892561983471	1	0.1	1	2365.63333333333	1471.46144087733	TRUE	0.951107438016529	1	-0.432136609988974	8.21410984442336	0.1
62	an adult with a deadly contagious disease	an assassin	terrorist	1	85	1	simplified	impersonal	k	No	7.60240133566582	N/A	-1	0.703007462686567	0.0373453847031057	0.593985074626866	1	0.6	0	2365.63333333333	1471.46144087733	TRUE	0.406014925373134	0	0.142975932450197	7.45942540321562	0.6
62	a billionaire	an astronaut	terrorist	1	71	1	simplified	impersonal	k	No	7.49831587076698	N/A	-1	0.479008620689655	0.0431442240943708	0.95801724137931	-1	1	1	2365.63333333333	1471.46144087733	FALSE	-0.04198275862069	1	0.00526264194136061	7.49305322882562	1
62	an adult with a deadly contagious disease	a mentor	terrorist	1	76	1	simplified	impersonal	k	No	7.72973533138505	N/A	-1	0.746314393939394	0.0351020393607799	0.507371212121212	-1	0.6	1	2365.63333333333	1471.46144087733	FALSE	-0.492628787878788	1	0.250698118383789	7.47903721300126	0.6
62	a judge	a rabid possum	terrorist	1	24	1	simplified	impersonal	d	Yes	7.55590509361135	N/A	-1	0.966270161290323	0.0148841129102173	0.0674596774193548	1	0.1	1	2365.63333333333	1471.46144087733	TRUE	0.932540322580645	1	-0.319261398292266	7.87516649190361	0.1
62	an elderly person	a soldier	terrorist	1	10	1	simplified	impersonal	k	No	8.49002752334347	N/A	-1	0.541203389830509	0.0422258319464129	0.917593220338983	-1	1	1	2365.63333333333	1471.46144087733	FALSE	-0.0824067796610169	1	0.304717809995987	8.18530971334748	1
62	a celebrity	a terrorist	terrorist	1	48	1	simplified	impersonal	d	Yes	7.25700270709207	N/A	-1	0.884464285714286	0.028812201613889	0.231071428571429	1	0.3	1	2365.63333333333	1471.46144087733	TRUE	0.768928571428571	1	-0.346420521831135	7.60342322892321	0.3
62	a judge	a mentor	terrorist	1	75	1	simplified	impersonal	d	Yes	7.12205988162914	N/A	-1	0.414963114754098	0.0449936776153588	0.829926229508197	-1	0.9	0	2365.63333333333	1471.46144087733	FALSE	-0.170073770491803	0	-0.359580149271048	7.48164003090019	0.9
62	a congressman	a rabid possum	terrorist	1	57	1	simplified	impersonal	d	Yes	7.46336304552002	N/A	-1	0.8705	0.0302090858370011	0.259	1	0.3	1	2365.63333333333	1471.46144087733	TRUE	0.741	1	-0.0856843608653817	7.5490474063854	0.3
62	a billionaire	a mentor	terrorist	1	109	1	simplified	impersonal	d	Yes	7.58731050602262	N/A	-1	0.441786956521739	0.0467619467776302	0.883573913043478	-1	0.9	0	2365.63333333333	1471.46144087733	FALSE	-0.116426086956522	0	0.15734934521621	7.42996116080641	0.9
62	a congressman	a smartphone	terrorist	1	32	1	simplified	impersonal	d	Yes	7.60986220091355	N/A	-1	0.650089285714286	0.0447605876484571	0.699821428571429	1	0.7	1	2365.63333333333	1471.46144087733	TRUE	0.300178571428571	1	-0.147442495018039	7.75730469593159	0.7
62	a homeless adult	a rapist	terrorist	1	70	1	simplified	impersonal	d	Yes	7.55538194424027	N/A	-1	0.92284328358209	0.0211262489472413	0.154313432835821	1	0.2	1	2365.63333333333	1471.46144087733	TRUE	0.845686567164179	1	0.0592060104241776	7.4961759338161	0.2
62	an addict	a mentor	terrorist	1	112	1	simplified	impersonal	k	No	7.41517510961329	N/A	-1	0.771420833333333	0.0373374761509099	0.457158333333333	-1	0.5	1	2365.63333333333	1471.46144087733	FALSE	-0.542841666666667	1	-0.0126025831601204	7.42777769277342	0.5
62	a homeless adult	a terrorist	terrorist	1	107	1	simplified	impersonal	d	Yes	7.15773548424991	N/A	-1	0.921385826771654	0.0228287389178842	0.157228346456693	1	0.2	1	2365.63333333333	1471.46144087733	TRUE	0.842771653543307	1	-0.273819642964109	7.43155512721402	0.2
