sn	ItemX	ItemY	cond	sess	trial	trial_type	title	typeOfScen	x_is_are	x_verb	y_is_are	y_verb	actor	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdp	overlap	direct.xVy	overlapRound	correct	avgRT	sdRT	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
101	an adult with a deadly contagious disease	a congressman	Terrorist1	1	32	1	Malfunctioning Crane	personal	is	kill	is	kill	personally	d	No	7.49108759353488	N/A	-1	0.590417355371901	0.0426087286755071	0.819165289256198	-1	0.9	1	2566.51282051282	930.441374374065	FALSE	-0.180834710743802	1	-0.267511990862962	7.75859958439784	0.9
101	a rapist	a congressman	Terrorist1	1	10	1	Tsunami	personal	is	kill	is	kill	personally	d	No	7.66996199547358	N/A	-1	0.872868644067797	0.0296919007172673	0.254262711864407	-1	0.3	1	2566.51282051282	930.441374374065	FALSE	-0.745737288135593	1	-0.157578545496591	7.82754054097017	0.3
101	a police officer	a pedophile	Terrorist1	1	4	1	Safari	personal	is	kill	is	kill	personally	k	Yes	8.27001306227379	N/A	-1	0.0471616541353383	0.0175672193791626	0.0943233082706767	1	0.1	1	2566.51282051282	930.441374374065	TRUE	0.905676691729323	1	0.423564352777185	7.8464487094966	0.1
101	a judge	a life-saving antidote	Terrorist1	1	14	1	Space ship	personal	is	kill	is	destroy	personally	k	Yes	7.92008319905323	N/A	-1	0.281688524590164	0.0386166842551	0.563377049180328	-1	0.6	0	2566.51282051282	930.441374374065	FALSE	-0.436622950819672	0	0.105122783420825	7.81496041563241	0.6
101	a thief	an adult with a deadly contagious disease	Terrorist1	1	9	1	Marine	personal	is	kill	is	kill	personally	k	Yes	8.38958706681109	N/A	-1	0.338265384615385	0.0386563172601653	0.676530769230769	-1	0.7	0	2566.51282051282	930.441374374065	FALSE	-0.323469230769231	0	0.558898331584415	7.83068873522668	0.7
101	a terrorist	an assassin	Terrorist1	1	23	1	Missile	personal	is	kill	is	kill	personally	d	No	7.67925142595306	N/A	-1	0.406971774193548	0.0399824930957364	0.813943548387097	-1	0.9	1	2566.51282051282	930.441374374065	FALSE	-0.186056451612903	1	-0.107477581326645	7.7867290072797	0.9
101	a police officer	an adult	Terrorist1	1	35	1	Lumberjack	personal	is	kill	is	kill	personally	d	No	7.63675211243578	N/A	-1	0.5186171875	0.0415755171778906	0.962765625	1	1	0	2566.51282051282	930.441374374065	TRUE	0.037234375	0	-0.112493597390023	7.7492457098258	1
101	a cockroach	an assassin	Terrorist1	1	37	1	Riverbank	personal	is	kill	is	kill	personally	d	No	8.15306194680105	N/A	-1	0.569426229508197	0.04095824548846	0.861147540983606	-1	0.9	1	2566.51282051282	930.441374374065	FALSE	-0.138852459016394	1	0.410045887428081	7.74301605937297	0.9
101	a gang member	a billionaire	Terrorist1	1	29	1	Marine	personal	is	kill	is	kill	personally	d	No	7.56112158953024	N/A	-1	0.800424107142857	0.0361418371462963	0.399151785714286	-1	0.4	1	2566.51282051282	930.441374374065	FALSE	-0.600848214285714	1	-0.206843160212025	7.76796474974226	0.4
101	a college student	a pedophile	Terrorist1	1	33	1	Riverbank	personal	is	kill	is	kill	personally	k	Yes	8.09651291750159	N/A	-1	0.964573770491803	0.0158231596906213	0.0708524590163935	1	0.1	1	2566.51282051282	930.441374374065	TRUE	0.929147540983607	1	0.341032545152149	7.75548037234944	0.1
101	an astronaut	a homeless adult	Terrorist1	1	16	1	Lumberjack	personal	is	kill	is	kill	personally	k	Yes	8.35255436947459	N/A	-1	0.445587121212121	0.0403663030652654	0.891174242424242	1	0.9	1	2566.51282051282	930.441374374065	TRUE	0.108825757575758	1	0.543876432616908	7.80867793685768	0.9
101	a mentor	an adult with a deadly contagious disease	Terrorist1	1	36	1	Lumberjack	personal	is	kill	is	kill	personally	k	Yes	7.54960916515453	N/A	-1	0.746314393939394	0.0351020393607799	0.507371212121212	1	0.6	1	2566.51282051282	930.441374374065	TRUE	0.492628787878788	1	-0.196521093187907	7.74613025834244	0.6
101	a billionaire	a gang member	Terrorist1	1	13	1	Tsunami	personal	is	kill	is	kill	personally	k	Yes	7.98241634682773	N/A	-1	0.800424107142857	0.0361418371462963	0.399151785714286	1	0.4	1	2566.51282051282	930.441374374065	TRUE	0.600848214285714	1	0.164312796596845	7.81810355023089	0.4
101	a congressman	a cockroach	Terrorist1	1	1	1	Space Cargo	personal	is	kill	is	kill	personally	k	Yes	8.43054538469057	N/A	-1	0.889087155963303	0.0294072322682076	0.221825688073394	1	0.3	1	2566.51282051282	930.441374374065	TRUE	0.778174311926606	1	0.574625469890528	7.85591991480004	0.3
